geneId	geneName	type	specific_type	d0_r1	d0_r2	d0_r4	d14_r7	d14_r8	d14_r9	d14_r10	d28_r8	d28_r14
ENSG00000132879.13	FBXO44	protein_coding	protein_coding	54	72	64	92	92	108	96	57	113
ENSG00000116685.15	KIAA2013	protein_coding	protein_coding	149	175	135	182	182	198	213	105	170
ENSG00000171608.15	PIK3CD	protein_coding	protein_coding	156	153	114	67	56	83	73	22	27
ENSG00000171603.17	CLSTN1	protein_coding	protein_coding	411	487	412	549	583	582	627	463	736
ENSG00000083444.16	PLOD1	protein_coding	protein_coding	399	478	393	778	825	822	915	271	398
ENSG00000116691.10	MIIP	protein_coding	protein_coding	105	123	109	72	55	53	69	52	87
ENSG00000116688.16	MFN2	protein_coding	protein_coding	299	334	270	252	263	270	303	181	274
ENSG00000028137.18	TNFRSF1B	protein_coding	protein_coding	16	17	6	8	14	7	14	1	3
ENSG00000204518.2	AADACL4	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000162496.8	DHRS3	protein_coding	protein_coding	59	61	48	92	74	91	106	6	3
ENSG00000157330.9	C1orf158	protein_coding	protein_coding	0	0	0	1	0	2	3	0	5
ENSG00000116726.4	PRAMEF12	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000116721.9	PRAMEF1	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000239810.3	PRAMEF11	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000120949.14	TNFRSF8	protein_coding	protein_coding	56	56	62	0	0	1	0	0	0
ENSG00000179172.9	HNRNPCL1	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000120952.4	PRAMEF2	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000243073.3	PRAMEF4	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000187545.5	PRAMEF10	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000204510.5	PRAMEF7	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000232423.6	PRAMEF6	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000274764.5	PRAMEF27	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000277058.2	HNRNPCL3	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000229571.7	PRAMEF25	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000275774.2	HNRNPCL2	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000280267.4	PRAMEF26	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000179412.10	HNRNPCL4	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000204505.4	PRAMEF9	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000279169.2	PRAMEF13	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000279804.2	PRAMEF18	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000270601.4	PRAMEF5	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000182330.10	PRAMEF8	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000237700.2	PRAMEF33	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000204501.7	PRAMEF15	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000204481.7	PRAMEF14	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000204480.8	PRAMEF19	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000204479.4	PRAMEF17	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000204478.9	PRAMEF20	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000162494.5	LRRC38	protein_coding	protein_coding	0	0	1	0	0	0	0	0	1
ENSG00000188984.11	AADACL3	protein_coding	protein_coding	9	6	4	0	0	0	0	0	0
ENSG00000198793.12	MTOR	protein_coding	protein_coding	366	371	364	161	171	153	212	105	187
ENSG00000171819.4	ANGPTL7	protein_coding	protein_coding	0	0	0	0	0	0	1	0	0
ENSG00000142621.19	FHAD1	protein_coding	protein_coding	3	1	3	3	3	1	0	0	5
ENSG00000162493.16	PDPN	protein_coding	protein_coding	287	317	299	117	120	115	129	53	89
ENSG00000162438.11	CTRC	protein_coding	protein_coding	0	0	1	1	1	1	0	0	0
ENSG00000142634.12	EFHD2	protein_coding	protein_coding	59	70	61	59	87	79	74	34	45
ENSG00000142599.17	RERE	protein_coding	protein_coding	277	326	244	287	276	277	342	283	424
ENSG00000215910.7	C1orf167	protein_coding	protein_coding	2	2	1	0	0	0	1	0	0
ENSG00000011021.22	CLCN6	protein_coding	protein_coding	114	107	110	105	136	118	154	98	160
ENSG00000177000.12	MTHFR	protein_coding	protein_coding	68	55	34	85	104	88	111	50	83
ENSG00000175206.10	NPPA	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000142615.7	CELA2A	protein_coding	protein_coding	0	1	0	0	1	0	1	0	0
ENSG00000215704.9	CELA2B	protein_coding	protein_coding	0	0	0	0	1	1	1	1	2
ENSG00000132906.17	CASP9	protein_coding	protein_coding	28	31	27	53	57	57	47	36	58
ENSG00000116731.22	PRDM2	protein_coding	protein_coding	83	100	77	107	119	124	117	91	146
ENSG00000233954.6	UQCRHL	protein_coding	protein_coding	1	4	2	1	0	1	4	4	8
ENSG00000116786.12	PLEKHM2	protein_coding	protein_coding	188	187	186	133	156	152	163	103	193
ENSG00000162461.7	SLC25A34	protein_coding	protein_coding	2	2	0	2	3	1	6	1	13
ENSG00000162460.6	TMEM82	protein_coding	protein_coding	1	1	3	2	0	0	0	0	0
ENSG00000162458.12	FBLIM1	protein_coding	protein_coding	339	371	366	67	87	70	104	9	11
ENSG00000189337.16	KAZN	protein_coding	protein_coding	63	86	80	121	112	112	145	43	93
ENSG00000171729.13	TMEM51	protein_coding	protein_coding	39	45	37	19	23	32	35	3	14
ENSG00000183888.4	SRARP	protein_coding	protein_coding	0	0	0	2	1	0	0	0	0
ENSG00000184908.17	CLCNKB	protein_coding	protein_coding	3	8	6	11	4	3	9	4	4
ENSG00000185519.8	FAM131C	protein_coding	protein_coding	1	3	0	7	10	10	12	10	33
ENSG00000116809.11	ZBTB17	protein_coding	protein_coding	45	45	44	52	65	70	54	44	62
ENSG00000142627.12	EPHA2	protein_coding	protein_coding	155	153	145	123	149	159	158	47	63
ENSG00000132881.11	CPLANE2	protein_coding	protein_coding	7	9	8	14	17	10	13	2	4
ENSG00000197312.11	DDI2	protein_coding	protein_coding	104	125	110	62	73	85	81	47	68
ENSG00000215695.1	RSC1A1	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000173641.17	HSPB7	protein_coding	protein_coding	7	9	10	3	2	3	2	0	1
ENSG00000186510.11	CLCNKA	protein_coding	protein_coding	2	1	5	2	9	7	8	3	2
ENSG00000142632.16	ARHGEF19	protein_coding	protein_coding	28	37	37	22	28	30	34	12	19
ENSG00000116138.12	DNAJC16	protein_coding	protein_coding	47	46	55	47	37	51	40	34	50
ENSG00000116771.5	AGMAT	protein_coding	protein_coding	10	10	12	2	6	0	4	0	2
ENSG00000037637.10	FBXO42	protein_coding	protein_coding	47	67	55	81	72	74	93	48	87
ENSG00000065526.10	SPEN	protein_coding	protein_coding	173	224	176	152	188	168	241	207	325
ENSG00000055070.16	SZRD1	protein_coding	protein_coding	186	204	197	132	143	170	142	104	166
ENSG00000187144.11	SPATA21	protein_coding	protein_coding	0	1	0	1	0	0	0	0	2
ENSG00000117118.9	SDHB	protein_coding	protein_coding	223	252	224	129	131	148	161	44	96
ENSG00000157191.19	NECAP2	protein_coding	protein_coding	61	86	77	121	124	123	157	59	73
ENSG00000142619.4	PADI3	protein_coding	protein_coding	10	13	4	2	2	1	0	0	2
ENSG00000159339.13	PADI4	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000276747.1	PADI6	protein_coding	protein_coding	0	1	0	0	0	0	0	0	0
ENSG00000142623.10	PADI1	protein_coding	protein_coding	4	3	4	6	0	0	2	1	1
ENSG00000117115.12	PADI2	protein_coding	protein_coding	40	34	26	14	14	13	11	13	22
ENSG00000219481.10	NBPF1	protein_coding	protein_coding	73	76	80	158	182	194	199	99	162
ENSG00000117148.7	ACTL8	protein_coding	protein_coding	1	1	1	0	0	0	0	0	0
ENSG00000179051.13	RCC2	protein_coding	protein_coding	1243	1558	1243	172	185	159	183	162	275
ENSG00000117154.11	IGSF21	protein_coding	protein_coding	9	14	13	1	5	2	6	2	3
ENSG00000179023.8	KLHDC7A	protein_coding	protein_coding	11	19	9	2	5	4	2	1	3
ENSG00000009709.11	PAX7	protein_coding	protein_coding	1	2	0	1	1	1	0	50	65
ENSG00000074964.16	ARHGEF10L	protein_coding	protein_coding	118	171	127	104	92	86	128	93	121
ENSG00000162482.4	AKR7A3	protein_coding	protein_coding	1	4	2	2	4	5	5	3	5
ENSG00000179002.5	TAS1R2	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000255275.3	AL080251.1	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000159423.16	ALDH4A1	protein_coding	protein_coding	56	55	45	26	26	34	35	34	35
ENSG00000169991.10	IFFO2	protein_coding	protein_coding	55	79	74	74	79	78	90	30	37
ENSG00000053371.12	AKR7A2	protein_coding	protein_coding	99	104	86	111	128	103	146	82	116
ENSG00000117122.13	MFAP2	protein_coding	protein_coding	151	143	137	195	229	178	246	122	194
ENSG00000159363.17	ATP13A2	protein_coding	protein_coding	166	213	147	100	109	90	126	76	127
ENSG00000158748.3	HTR6	protein_coding	protein_coding	4	3	5	0	0	0	0	0	0
ENSG00000054523.17	KIF1B	protein_coding	protein_coding	324	386	318	342	357	393	398	491	697
ENSG00000178828.6	RNF186	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000040487.12	PQLC2	protein_coding	protein_coding	39	47	48	44	33	33	59	22	49
ENSG00000188784.4	PLA2G2E	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000188257.11	PLA2G2A	protein_coding	protein_coding	288	309	288	168	180	148	173	6	15
ENSG00000127472.10	PLA2G5	protein_coding	protein_coding	1	0	0	0	0	0	1	0	0
ENSG00000117215.14	PLA2G2D	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000162542.13	TMCO4	protein_coding	protein_coding	13	18	12	8	5	6	6	0	1
ENSG00000158786.4	PLA2G2F	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000187980.6	PLA2G2C	protein_coding	protein_coding	0	0	0	0	0	0	1	0	0
ENSG00000169914.5	OTUD3	protein_coding	protein_coding	66	102	96	61	62	76	94	50	88
ENSG00000162543.5	UBXN10	protein_coding	protein_coding	6	7	3	16	21	13	16	5	20
ENSG00000058453.16	CROCC	protein_coding	protein_coding	130	136	113	105	142	125	125	133	190
ENSG00000090432.6	MUL1	protein_coding	protein_coding	75	93	97	87	90	89	104	89	81
ENSG00000183114.7	FAM43B	protein_coding	protein_coding	2	4	2	1	3	5	3	1	10
ENSG00000162545.5	CAMK2N1	protein_coding	protein_coding	39	51	39	53	61	66	60	38	89
ENSG00000158825.5	CDA	protein_coding	protein_coding	6	10	11	0	0	1	1	0	0
ENSG00000077549.17	CAPZB	protein_coding	protein_coding	701	788	674	441	460	506	548	208	309
ENSG00000173436.14	MINOS1	protein_coding	protein_coding	7	4	7	8	12	11	7	6	11
ENSG00000158747.14	NBL1	protein_coding	protein_coding	38	29	32	69	85	82	107	7	18
ENSG00000270136.6	MINOS1-NBL1	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000158816.15	VWA5B1	protein_coding	protein_coding	1	0	4	2	3	0	2	1	1
ENSG00000189410.11	SH2D5	protein_coding	protein_coding	26	31	34	4	6	5	8	5	22
ENSG00000117245.12	KIF17	protein_coding	protein_coding	29	28	21	6	4	14	19	19	27
ENSG00000158828.7	PINK1	protein_coding	protein_coding	33	52	48	45	60	45	37	33	42
ENSG00000244038.9	DDOST	protein_coding	protein_coding	957	1051	881	758	829	774	968	318	539
ENSG00000162551.13	ALPL	protein_coding	protein_coding	393	457	400	111	115	119	104	48	72
ENSG00000053372.4	MRTO4	protein_coding	protein_coding	113	111	108	65	74	54	65	47	60
ENSG00000127463.14	EMC1	protein_coding	protein_coding	141	204	188	221	226	207	285	114	196
ENSG00000127483.17	HP1BP3	protein_coding	protein_coding	265	347	295	282	287	300	328	309	396
ENSG00000142794.18	NBPF3	protein_coding	protein_coding	66	67	75	60	55	56	63	44	62
ENSG00000117298.15	ECE1	protein_coding	protein_coding	211	224	222	451	518	497	581	437	708
ENSG00000162552.14	WNT4	protein_coding	protein_coding	3	4	2	10	13	15	21	20	23
ENSG00000076864.19	RAP1GAP	protein_coding	protein_coding	37	50	39	85	107	98	97	58	59
ENSG00000070886.11	EPHA8	protein_coding	protein_coding	1	5	4	2	1	3	1	6	3
ENSG00000173372.16	C1QA	protein_coding	protein_coding	0	0	0	0	0	0	0	1	0
ENSG00000159189.11	C1QC	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000173369.15	C1QB	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000219073.7	CELA3B	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000142789.19	CELA3A	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000285721.1	AL031281.2	protein_coding	protein_coding	0	1	0	4	4	2	1	1	3
ENSG00000070831.15	CDC42	protein_coding	protein_coding	0	0	4	4	3	5	7	12	25
ENSG00000215906.8	LACTBL1	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000227868.5	TEX46	protein_coding	protein_coding	0	0	1	1	0	0	1	0	0
ENSG00000090686.15	USP48	protein_coding	protein_coding	247	299	261	202	196	179	183	98	159
ENSG00000179546.4	HTR1D	protein_coding	protein_coding	19	24	20	3	7	6	8	1	3
ENSG00000075151.20	EIF4G3	protein_coding	protein_coding	239	273	201	295	305	305	355	299	448
ENSG00000125945.14	ZNF436	protein_coding	protein_coding	12	10	10	126	156	124	147	55	80
ENSG00000204219.10	TCEA3	protein_coding	protein_coding	5	4	1	32	20	23	23	8	13
ENSG00000184677.17	ZBTB40	protein_coding	protein_coding	64	78	50	58	67	75	70	45	84
ENSG00000007968.6	E2F2	protein_coding	protein_coding	6	10	6	2	1	2	1	13	12
ENSG00000117318.8	ID3	protein_coding	protein_coding	84	93	69	185	191	194	229	166	292
ENSG00000142676.14	RPL11	protein_coding	protein_coding	2433	2593	2359	2747	2851	2774	3198	1411	2369
ENSG00000133216.16	EPHB2	protein_coding	protein_coding	44	46	34	112	155	146	179	260	362
ENSG00000057757.9	PITHD1	protein_coding	protein_coding	136	151	132	91	95	100	124	69	119
ENSG00000004487.16	KDM1A	protein_coding	protein_coding	716	841	664	492	463	480	518	563	764
ENSG00000169641.13	LUZP1	protein_coding	protein_coding	137	141	131	86	107	111	107	49	81
ENSG00000011007.12	ELOA	protein_coding	protein_coding	87	113	88	88	92	102	126	71	150
ENSG00000088280.18	ASAP3	protein_coding	protein_coding	104	142	121	228	239	242	321	181	275
ENSG00000179163.11	FUCA1	protein_coding	protein_coding	59	69	63	104	113	115	129	38	64
ENSG00000188822.7	CNR2	protein_coding	protein_coding	1	1	1	1	0	0	0	0	2
ENSG00000011009.10	LYPLA2	protein_coding	protein_coding	254	306	242	144	176	171	193	86	129
ENSG00000117305.14	HMGCL	protein_coding	protein_coding	91	84	97	136	148	138	173	76	104
ENSG00000189266.12	PNRC2	protein_coding	protein_coding	279	289	258	159	145	142	147	98	161
ENSG00000142677.3	IL22RA1	protein_coding	protein_coding	0	1	0	0	0	0	0	0	0
ENSG00000117308.14	GALE	protein_coding	protein_coding	153	180	157	140	158	148	165	40	55
ENSG00000142661.18	MYOM3	protein_coding	protein_coding	1	0	1	0	0	0	0	0	2
ENSG00000125944.19	HNRNPR	protein_coding	protein_coding	390	437	362	272	329	320	322	388	568
ENSG00000187942.11	LDLRAD2	protein_coding	protein_coding	1	3	2	1	1	1	0	2	1
ENSG00000142798.19	HSPG2	protein_coding	protein_coding	381	432	371	344	393	354	392	153	209
ENSG00000185436.11	IFNLR1	protein_coding	protein_coding	25	29	28	11	3	5	6	3	6
ENSG00000184454.6	NCMAP	protein_coding	protein_coding	6	8	8	0	0	0	1	3	2
ENSG00000169504.14	CLIC4	protein_coding	protein_coding	817	970	830	277	266	277	312	202	293
ENSG00000117614.9	SYF2	protein_coding	protein_coding	101	126	114	112	125	104	117	60	119
ENSG00000020633.18	RUNX3	protein_coding	protein_coding	9	7	7	38	40	35	34	1	1
ENSG00000204178.10	MACO1	protein_coding	protein_coding	45	42	40	66	81	62	82	62	100
ENSG00000117602.11	RCAN3	protein_coding	protein_coding	57	89	72	35	60	46	50	48	65
ENSG00000117616.17	RSRP1	protein_coding	protein_coding	51	72	52	174	212	183	217	79	116
ENSG00000188672.18	RHCE	protein_coding	protein_coding	0	4	3	5	6	4	8	1	5
ENSG00000187010.20	RHD	protein_coding	protein_coding	0	6	0	2	4	1	2	0	3
ENSG00000183726.10	TMEM50A	protein_coding	protein_coding	182	208	177	253	238	263	238	121	174
ENSG00000188529.14	SRSF10	protein_coding	protein_coding	291	324	286	207	223	220	238	176	282
ENSG00000157978.11	LDLRAP1	protein_coding	protein_coding	96	105	110	69	78	78	79	14	30
ENSG00000182749.5	PAQR7	protein_coding	protein_coding	33	38	29	59	78	66	80	24	46
ENSG00000158055.15	GRHL3	protein_coding	protein_coding	11	20	13	7	13	15	25	2	4
ENSG00000001460.17	STPG1	protein_coding	protein_coding	34	32	37	24	45	25	39	24	35
ENSG00000001461.16	NIPAL3	protein_coding	protein_coding	47	46	49	63	61	64	75	25	47
ENSG00000158008.9	EXTL1	protein_coding	protein_coding	6	5	2	14	12	10	10	7	19
ENSG00000127481.14	UBR4	protein_coding	protein_coding	590	711	573	429	414	405	514	292	451
ENSG00000158014.14	SLC30A2	protein_coding	protein_coding	1	2	1	20	14	14	17	6	14
ENSG00000158022.6	TRIM63	protein_coding	protein_coding	2	2	1	3	1	0	0	0	1
ENSG00000158006.13	PAFAH2	protein_coding	protein_coding	58	52	70	42	39	58	57	19	23
ENSG00000117632.22	STMN1	protein_coding	protein_coding	1038	1097	983	561	606	584	734	1043	1651
ENSG00000282872.1	C1orf232	protein_coding	protein_coding	1	1	0	0	1	0	0	0	0
ENSG00000197245.5	FAM110D	protein_coding	protein_coding	1	2	2	1	3	1	4	1	1
ENSG00000188782.8	CATSPER4	protein_coding	protein_coding	0	1	1	0	0	0	0	0	0
ENSG00000236782.7	AL391650.1	protein_coding	protein_coding	0	0	0	0	1	1	0	0	1
ENSG00000142684.8	ZNF593	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000162430.16	SELENON	protein_coding	protein_coding	472	526	413	356	378	374	446	237	385
ENSG00000255054.3	AL020996.2	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000117640.17	MTFR1L	protein_coding	protein_coding	43	53	52	86	104	92	127	76	97
ENSG00000127423.10	AUNIP	protein_coding	protein_coding	48	32	31	3	5	3	3	3	9
ENSG00000175087.9	PDIK1L	protein_coding	protein_coding	12	17	13	19	20	31	28	33	33
ENSG00000176083.17	ZNF683	protein_coding	protein_coding	0	0	0	0	0	0	1	0	1
ENSG00000117643.14	MAN1C1	protein_coding	protein_coding	112	111	108	129	121	131	138	29	46
ENSG00000131914.10	LIN28A	protein_coding	protein_coding	3286	3652	3270	312	344	324	337	96	153
ENSG00000117682.16	DHDDS	protein_coding	protein_coding	115	128	114	116	99	104	125	54	96
ENSG00000133226.16	SRRM1	protein_coding	protein_coding	327	403	372	197	236	217	254	202	315
ENSG00000142675.17	CNKSR1	protein_coding	protein_coding	47	59	55	19	25	25	25	3	5
ENSG00000130695.15	CEP85	protein_coding	protein_coding	115	151	129	61	39	58	65	44	69
ENSG00000060642.10	PIGV	protein_coding	protein_coding	31	29	27	34	31	36	43	19	32
ENSG00000142669.14	SH3BGRL3	protein_coding	protein_coding	130	114	112	194	233	202	233	102	134
ENSG00000169442.8	CD52	protein_coding	protein_coding	5	15	7	4	2	2	2	0	0
ENSG00000158062.20	UBXN11	protein_coding	protein_coding	28	27	38	64	83	88	90	46	75
ENSG00000175793.11	SFN	protein_coding	protein_coding	212	253	225	30	30	33	39	1	4
ENSG00000198830.10	HMGN2	protein_coding	protein_coding	813	856	797	708	760	771	856	837	1348
ENSG00000175707.8	KDF1	protein_coding	protein_coding	39	61	34	6	4	3	8	0	1
ENSG00000198746.12	GPATCH3	protein_coding	protein_coding	26	40	34	32	44	29	43	31	42
ENSG00000090273.13	NUDC	protein_coding	protein_coding	375	458	366	182	212	192	207	149	248
ENSG00000131910.4	NR0B2	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0
ENSG00000158246.7	TENT5B	protein_coding	protein_coding	215	257	223	12	10	10	4	10	18
ENSG00000253368.3	TRNP1	protein_coding	protein_coding	45	51	42	24	17	23	24	37	42
ENSG00000204160.11	ZDHHC18	protein_coding	protein_coding	111	99	85	70	76	83	100	73	114
ENSG00000142751.14	GPN2	protein_coding	protein_coding	66	77	63	75	69	67	87	54	75
ENSG00000090020.10	SLC9A1	protein_coding	protein_coding	100	108	106	126	108	96	112	37	84
ENSG00000176092.15	CRYBG2	protein_coding	protein_coding	28	37	28	17	16	24	24	1	1
ENSG00000142748.12	FCN3	protein_coding	protein_coding	0	0	1	1	1	1	0	0	0
ENSG00000174950.10	CD164L2	protein_coding	protein_coding	4	4	3	0	3	2	1	1	5
ENSG00000181773.6	GPR3	protein_coding	protein_coding	29	33	20	9	13	7	10	5	8
ENSG00000186501.14	TMEM222	protein_coding	protein_coding	58	51	48	78	83	71	81	81	106
ENSG00000158195.10	WASF2	protein_coding	protein_coding	449	506	477	627	718	654	782	265	418
ENSG00000000938.12	FGR	protein_coding	protein_coding	0	2	2	1	2	0	0	0	0
ENSG00000142765.17	SYTL1	protein_coding	protein_coding	46	50	37	49	53	72	70	6	13
ENSG00000126709.14	IFI6	protein_coding	protein_coding	10	10	8	11	16	29	22	240	419
ENSG00000117758.13	STX12	protein_coding	protein_coding	48	53	36	86	104	75	93	60	82
ENSG00000142784.15	WDTC1	protein_coding	protein_coding	145	159	133	177	219	191	214	140	181
ENSG00000142733.15	MAP3K6	protein_coding	protein_coding	39	57	38	106	91	113	146	55	83
ENSG00000117748.9	RPA2	protein_coding	protein_coding	117	150	118	79	71	71	87	73	107
ENSG00000009780.15	FAM76A	protein_coding	protein_coding	24	27	21	32	29	26	36	22	43
ENSG00000117751.17	PPP1R8	protein_coding	protein_coding	149	117	132	121	111	112	130	87	136
ENSG00000130775.15	THEMIS2	protein_coding	protein_coding	24	45	33	13	11	6	10	5	8
ENSG00000130768.14	SMPDL3B	protein_coding	protein_coding	30	38	29	3	1	0	0	0	0
ENSG00000158156.7	XKR8	protein_coding	protein_coding	44	64	49	32	44	50	43	25	34
ENSG00000130770.17	ATP5IF1	protein_coding	protein_coding	234	257	226	185	235	190	257	97	187
ENSG00000126698.10	DNAJC8	protein_coding	protein_coding	344	392	358	244	228	250	299	153	243
ENSG00000169403.11	PTAFR	protein_coding	protein_coding	21	16	13	4	5	3	4	0	0
ENSG00000130766.4	SESN2	protein_coding	protein_coding	187	199	195	80	83	72	98	33	56
ENSG00000130772.13	MED18	protein_coding	protein_coding	33	42	44	34	40	37	50	22	41
ENSG00000117676.13	RPS6KA1	protein_coding	protein_coding	261	304	248	54	67	77	76	27	46
ENSG00000180098.9	TRNAU1AP	protein_coding	protein_coding	54	36	48	74	70	70	96	47	63
ENSG00000120656.11	TAF12	protein_coding	protein_coding	92	79	79	60	70	77	92	21	37
ENSG00000188060.7	RAB42	protein_coding	protein_coding	13	14	15	23	24	22	42	10	13
ENSG00000162419.12	GMEB1	protein_coding	protein_coding	42	48	44	47	39	40	50	25	31
ENSG00000126705.14	AHDC1	protein_coding	protein_coding	98	126	87	204	243	249	304	165	251
ENSG00000180198.16	RCC1	protein_coding	protein_coding	170	167	168	54	58	58	54	43	73
ENSG00000198492.15	YTHDF2	protein_coding	protein_coding	244	338	294	177	226	193	221	162	232
ENSG00000116329.10	OPRD1	protein_coding	protein_coding	5	7	5	1	2	0	0	1	1
ENSG00000204138.12	PHACTR4	protein_coding	protein_coding	149	169	132	106	123	137	144	102	151
ENSG00000162510.5	MATN1	protein_coding	protein_coding	1	0	0	1	3	4	3	1	0
ENSG00000162511.7	LAPTM5	protein_coding	protein_coding	2	4	4	1	0	2	2	0	2
ENSG00000116353.15	MECR	protein_coding	protein_coding	91	87	84	71	53	71	70	41	72
ENSG00000162512.15	SDC3	protein_coding	protein_coding	161	219	165	537	636	525	679	344	472
ENSG00000116350.16	SRSF4	protein_coding	protein_coding	342	410	313	222	205	212	259	165	267
ENSG00000158161.15	EYA3	protein_coding	protein_coding	63	80	71	61	58	72	87	29	68
ENSG00000084628.9	NKAIN1	protein_coding	protein_coding	48	62	53	117	145	129	157	97	177
ENSG00000121769.7	FABP3	protein_coding	protein_coding	63	69	55	1008	1023	1054	1257	15	40
ENSG00000060688.12	SNRNP40	protein_coding	protein_coding	177	209	182	117	94	93	118	67	119
ENSG00000168528.11	SERINC2	protein_coding	protein_coding	119	134	140	483	546	525	572	103	161
ENSG00000121766.15	ZCCHC17	protein_coding	protein_coding	93	105	92	108	101	86	141	39	81
ENSG00000142910.15	TINAGL1	protein_coding	protein_coding	26	41	40	233	279	248	255	2	4
ENSG00000121764.11	HCRTR1	protein_coding	protein_coding	0	1	1	3	3	3	6	0	1
ENSG00000162517.12	PEF1	protein_coding	protein_coding	111	108	89	134	150	140	144	75	117
ENSG00000084636.17	COL16A1	protein_coding	protein_coding	64	57	55	181	189	178	207	18	16
ENSG00000134668.12	SPOCD1	protein_coding	protein_coding	10	27	21	33	42	40	33	1	1
ENSG00000121774.17	KHDRBS1	protein_coding	protein_coding	756	743	675	489	443	477	481	476	627
ENSG00000121775.17	TMEM39B	protein_coding	protein_coding	28	32	26	24	38	28	25	19	36
ENSG00000060656.19	PTPRU	protein_coding	protein_coding	272	342	248	250	271	244	304	83	122
ENSG00000184007.20	PTP4A2	protein_coding	protein_coding	290	319	278	267	287	284	329	205	374
ENSG00000084652.15	TXLNA	protein_coding	protein_coding	201	202	194	193	189	203	212	133	235
ENSG00000159023.21	EPB41	protein_coding	protein_coding	259	304	289	185	223	206	238	207	319
ENSG00000253304.1	TMEM200B	protein_coding	protein_coding	48	40	35	4	6	7	9	0	2
ENSG00000160050.14	CCDC28B	protein_coding	protein_coding	82	84	85	56	43	46	68	25	32
ENSG00000160051.11	IQCC	protein_coding	protein_coding	6	10	9	9	12	7	11	11	12
ENSG00000183615.5	FAM167B	protein_coding	protein_coding	8	6	12	3	5	4	8	2	1
ENSG00000222046.2	DCDC2B	protein_coding	protein_coding	0	1	1	1	3	2	2	0	0
ENSG00000084623.11	EIF3I	protein_coding	protein_coding	522	570	555	395	454	450	529	207	326
ENSG00000160055.19	TMEM234	protein_coding	protein_coding	7	11	7	44	64	44	62	27	33
ENSG00000175130.6	MARCKSL1	protein_coding	protein_coding	672	724	673	606	589	678	725	1166	1752
ENSG00000025800.13	KPNA6	protein_coding	protein_coding	317	354	278	207	182	203	226	125	151
ENSG00000162526.6	TSSK3	protein_coding	protein_coding	1	0	0	3	2	4	1	0	0
ENSG00000225828.1	FAM229A	protein_coding	protein_coding	3	2	1	5	9	8	7	11	15
ENSG00000116478.11	HDAC1	protein_coding	protein_coding	398	454	409	224	212	227	274	116	241
