Location,date,confirmed,deaths,confirmed
Brunei,3/30/20,127,1,38
Brunei,3/31/20,129,1,45
Brunei,4/1/20,131,1,52
Brunei,4/2/20,133,1,56
Brunei,4/3/20,134,1,65
Brunei,4/4/20,135,1,66
Bulgaria,1/22/20,0,0,0
Bulgaria,1/23/20,0,0,0
Bulgaria,1/24/20,0,0,0
Bulgaria,1/25/20,0,0,0
Bulgaria,1/26/20,0,0,0
Bulgaria,1/27/20,0,0,0
Bulgaria,1/28/20,0,0,0
Bulgaria,1/29/20,0,0,0
Bulgaria,1/30/20,0,0,0
Bulgaria,1/31/20,0,0,0
Bulgaria,2/1/20,0,0,0
Bulgaria,2/2/20,0,0,0
Bulgaria,2/3/20,0,0,0
Bulgaria,2/4/20,0,0,0
Bulgaria,2/5/20,0,0,0
Bulgaria,2/6/20,0,0,0
Bulgaria,2/7/20,0,0,0
Bulgaria,2/8/20,0,0,0
Bulgaria,2/9/20,0,0,0
Bulgaria,2/10/20,0,0,0
Bulgaria,2/11/20,0,0,0
Bulgaria,2/12/20,0,0,0
Bulgaria,2/13/20,0,0,0
Bulgaria,2/14/20,0,0,0
Bulgaria,2/15/20,0,0,0
Bulgaria,2/16/20,0,0,0
Bulgaria,2/17/20,0,0,0
Bulgaria,2/18/20,0,0,0
Bulgaria,2/19/20,0,0,0
Bulgaria,2/20/20,0,0,0
Bulgaria,2/21/20,0,0,0
Bulgaria,2/22/20,0,0,0
Bulgaria,2/23/20,0,0,0
Bulgaria,2/24/20,0,0,0
Bulgaria,2/25/20,0,0,0
Bulgaria,2/26/20,0,0,0
Bulgaria,2/27/20,0,0,0
Bulgaria,2/28/20,0,0,0
Bulgaria,2/29/20,0,0,0
Bulgaria,3/1/20,0,0,0
Bulgaria,3/2/20,0,0,0
Bulgaria,3/3/20,0,0,0
Bulgaria,3/4/20,0,0,0
Bulgaria,3/5/20,0,0,0
Bulgaria,3/6/20,0,0,0
Bulgaria,3/7/20,0,0,0
Bulgaria,3/8/20,4,0,0
Bulgaria,3/9/20,4,0,0
Bulgaria,3/10/20,4,0,0
Bulgaria,3/11/20,7,1,0
Bulgaria,3/12/20,7,1,0
Bulgaria,3/13/20,23,1,0
Bulgaria,3/14/20,41,2,0
Bulgaria,3/15/20,51,2,0
Bulgaria,3/16/20,52,2,0
Bulgaria,3/17/20,67,2,0
Bulgaria,3/18/20,92,2,0
Bulgaria,3/19/20,94,3,0
Bulgaria,3/20/20,127,3,0
Bulgaria,3/21/20,163,3,3
Bulgaria,3/22/20,187,3,3
Bulgaria,3/23/20,201,3,3
Bulgaria,3/24/20,218,3,3
Bulgaria,3/25/20,242,3,4
Bulgaria,3/26/20,264,3,8
Bulgaria,3/27/20,293,3,9
Bulgaria,3/28/20,331,7,11
Bulgaria,3/29/20,346,8,14
Bulgaria,3/30/20,359,8,17
Bulgaria,3/31/20,399,8,17
Bulgaria,4/1/20,422,10,20
Bulgaria,4/2/20,457,10,25
Bulgaria,4/3/20,485,14,30
Bulgaria,4/4/20,503,17,34
Burkina Faso,1/22/20,0,0,0
Burkina Faso,1/23/20,0,0,0
Burkina Faso,1/24/20,0,0,0
Burkina Faso,1/25/20,0,0,0
Burkina Faso,1/26/20,0,0,0
Burkina Faso,1/27/20,0,0,0
Burkina Faso,1/28/20,0,0,0
Burkina Faso,1/29/20,0,0,0
Burkina Faso,1/30/20,0,0,0
Burkina Faso,1/31/20,0,0,0
Burkina Faso,2/1/20,0,0,0
Burkina Faso,2/2/20,0,0,0
Burkina Faso,2/3/20,0,0,0
Burkina Faso,2/4/20,0,0,0
Burkina Faso,2/5/20,0,0,0
Burkina Faso,2/6/20,0,0,0
Burkina Faso,2/7/20,0,0,0
Burkina Faso,2/8/20,0,0,0
Burkina Faso,2/9/20,0,0,0
Burkina Faso,2/10/20,0,0,0
Burkina Faso,2/11/20,0,0,0
Burkina Faso,2/12/20,0,0,0
Burkina Faso,2/13/20,0,0,0
Burkina Faso,2/14/20,0,0,0
Burkina Faso,2/15/20,0,0,0
Burkina Faso,2/16/20,0,0,0
Burkina Faso,2/17/20,0,0,0
Burkina Faso,2/18/20,0,0,0
Burkina Faso,2/19/20,0,0,0
Burkina Faso,2/20/20,0,0,0
Burkina Faso,2/21/20,0,0,0
Burkina Faso,2/22/20,0,0,0
Burkina Faso,2/23/20,0,0,0
Burkina Faso,2/24/20,0,0,0
Burkina Faso,2/25/20,0,0,0
Burkina Faso,2/26/20,0,0,0
Burkina Faso,2/27/20,0,0,0
Burkina Faso,2/28/20,0,0,0
Burkina Faso,2/29/20,0,0,0
Burkina Faso,3/1/20,0,0,0
Burkina Faso,3/2/20,0,0,0
Burkina Faso,3/3/20,0,0,0
Burkina Faso,3/4/20,0,0,0
Burkina Faso,3/5/20,0,0,0
Burkina Faso,3/6/20,0,0,0
Burkina Faso,3/7/20,0,0,0
Burkina Faso,3/8/20,0,0,0
Burkina Faso,3/9/20,0,0,0
Burkina Faso,3/10/20,1,0,0
Burkina Faso,3/11/20,2,0,0
Burkina Faso,3/12/20,2,0,0
Burkina Faso,3/13/20,2,0,0
Burkina Faso,3/14/20,2,0,0
Burkina Faso,3/15/20,3,0,0
Burkina Faso,3/16/20,15,0,0
Burkina Faso,3/17/20,15,0,0
Burkina Faso,3/18/20,20,1,0
Burkina Faso,3/19/20,33,1,0
Burkina Faso,3/20/20,40,1,0
Burkina Faso,3/21/20,64,2,5
Burkina Faso,3/22/20,75,4,5
Burkina Faso,3/23/20,99,4,5
Burkina Faso,3/24/20,114,4,7
Burkina Faso,3/25/20,146,4,10
Burkina Faso,3/26/20,152,7,10
Burkina Faso,3/27/20,180,9,12
Burkina Faso,3/28/20,207,11,21
Burkina Faso,3/29/20,222,12,23
Burkina Faso,3/30/20,246,12,31
Burkina Faso,3/31/20,261,14,32
Burkina Faso,4/1/20,282,16,46
Burkina Faso,4/2/20,288,16,50
Burkina Faso,4/3/20,302,16,50
Burkina Faso,4/4/20,318,16,66
Cabo Verde,1/22/20,0,0,0
Cabo Verde,1/23/20,0,0,0
Cabo Verde,1/24/20,0,0,0
Cabo Verde,1/25/20,0,0,0
Cabo Verde,1/26/20,0,0,0
Cabo Verde,1/27/20,0,0,0
Cabo Verde,1/28/20,0,0,0
Cabo Verde,1/29/20,0,0,0
Cabo Verde,1/30/20,0,0,0
Cabo Verde,1/31/20,0,0,0
Cabo Verde,2/1/20,0,0,0
Cabo Verde,2/2/20,0,0,0
Cabo Verde,2/3/20,0,0,0
Cabo Verde,2/4/20,0,0,0
Cabo Verde,2/5/20,0,0,0
Cabo Verde,2/6/20,0,0,0
Cabo Verde,2/7/20,0,0,0
Cabo Verde,2/8/20,0,0,0
Cabo Verde,2/9/20,0,0,0
Cabo Verde,2/10/20,0,0,0
Cabo Verde,2/11/20,0,0,0
Cabo Verde,2/12/20,0,0,0
Cabo Verde,2/13/20,0,0,0
Cabo Verde,2/14/20,0,0,0
Cabo Verde,2/15/20,0,0,0
Cabo Verde,2/16/20,0,0,0
Cabo Verde,2/17/20,0,0,0
Cabo Verde,2/18/20,0,0,0
Cabo Verde,2/19/20,0,0,0
Cabo Verde,2/20/20,0,0,0
Cabo Verde,2/21/20,0,0,0
Cabo Verde,2/22/20,0,0,0
Cabo Verde,2/23/20,0,0,0
Cabo Verde,2/24/20,0,0,0
Cabo Verde,2/25/20,0,0,0
Cabo Verde,2/26/20,0,0,0
Cabo Verde,2/27/20,0,0,0
Cabo Verde,2/28/20,0,0,0
Cabo Verde,2/29/20,0,0,0
Cabo Verde,3/1/20,0,0,0
Cabo Verde,3/2/20,0,0,0
Cabo Verde,3/3/20,0,0,0
Cabo Verde,3/4/20,0,0,0
Cabo Verde,3/5/20,0,0,0
Cabo Verde,3/6/20,0,0,0
Cabo Verde,3/7/20,0,0,0
Cabo Verde,3/8/20,0,0,0
Cabo Verde,3/9/20,0,0,0
Cabo Verde,3/10/20,0,0,0
Cabo Verde,3/11/20,0,0,0
Cabo Verde,3/12/20,0,0,0
Cabo Verde,3/13/20,0,0,0
Cabo Verde,3/14/20,0,0,0
Cabo Verde,3/15/20,0,0,0
Cabo Verde,3/16/20,0,0,0
Cabo Verde,3/17/20,0,0,0
Cabo Verde,3/18/20,0,0,0
Cabo Verde,3/19/20,0,0,0
Cabo Verde,3/20/20,1,0,0
Cabo Verde,3/21/20,3,0,0
Cabo Verde,3/22/20,3,0,0
Cabo Verde,3/23/20,3,0,0
Cabo Verde,3/24/20,3,1,0
Cabo Verde,3/25/20,4,1,0
Cabo Verde,3/26/20,4,1,0
Cabo Verde,3/27/20,5,1,0
Cabo Verde,3/28/20,5,1,0
Cabo Verde,3/29/20,6,1,0
Cabo Verde,3/30/20,6,1,0
Cabo Verde,3/31/20,6,1,0
Cabo Verde,4/1/20,6,1,0
Cabo Verde,4/2/20,6,1,0
Cabo Verde,4/3/20,6,1,0
Cabo Verde,4/4/20,7,1,0
Cambodia,1/22/20,0,0,0
Cambodia,1/23/20,0,0,0
Cambodia,1/24/20,0,0,0
Cambodia,1/25/20,0,0,0
Cambodia,1/26/20,0,0,0
Cambodia,1/27/20,1,0,0
Cambodia,1/28/20,1,0,0
Cambodia,1/29/20,1,0,0
Cambodia,1/30/20,1,0,0
Cambodia,1/31/20,1,0,0
Cambodia,2/1/20,1,0,0
Cambodia,2/2/20,1,0,0
Cambodia,2/3/20,1,0,0
Cambodia,2/4/20,1,0,0
Cambodia,2/5/20,1,0,0
Cambodia,2/6/20,1,0,0
Cambodia,2/7/20,1,0,0
Cambodia,2/8/20,1,0,0
Cambodia,2/9/20,1,0,0
Cambodia,2/10/20,1,0,0
Cambodia,2/11/20,1,0,0
Cambodia,2/12/20,1,0,1
Cambodia,2/13/20,1,0,1
Cambodia,2/14/20,1,0,1
Cambodia,2/15/20,1,0,1
Cambodia,2/16/20,1,0,1
Cambodia,2/17/20,1,0,1
Cambodia,2/18/20,1,0,1
Cambodia,2/19/20,1,0,1
Cambodia,2/20/20,1,0,1
Cambodia,2/21/20,1,0,1
Cambodia,2/22/20,1,0,1
Cambodia,2/23/20,1,0,1
Cambodia,2/24/20,1,0,1
Cambodia,2/25/20,1,0,1
Cambodia,2/26/20,1,0,1
Cambodia,2/27/20,1,0,1
Cambodia,2/28/20,1,0,1
Cambodia,2/29/20,1,0,1
Cambodia,3/1/20,1,0,1
Cambodia,3/2/20,1,0,1
Cambodia,3/3/20,1,0,1
Cambodia,3/4/20,1,0,1
Cambodia,3/5/20,1,0,1
Cambodia,3/6/20,1,0,1
Cambodia,3/7/20,1,0,1
Cambodia,3/8/20,2,0,1
Cambodia,3/9/20,2,0,1
Cambodia,3/10/20,2,0,1
Cambodia,3/11/20,3,0,1
Cambodia,3/12/20,3,0,1
Cambodia,3/13/20,5,0,1
Cambodia,3/14/20,7,0,1
Cambodia,3/15/20,7,0,1
Cambodia,3/16/20,7,0,1
Cambodia,3/17/20,33,0,1
Cambodia,3/18/20,35,0,1
Cambodia,3/19/20,37,0,1
Cambodia,3/20/20,51,0,1
Cambodia,3/21/20,53,0,1
Cambodia,3/22/20,84,0,1
Cambodia,3/23/20,87,0,1
Cambodia,3/24/20,91,0,4
Cambodia,3/25/20,96,0,10
Cambodia,3/26/20,96,0,10
Cambodia,3/27/20,99,0,11
Cambodia,3/28/20,99,0,13
Cambodia,3/29/20,103,0,21
Cambodia,3/30/20,107,0,21
Cambodia,3/31/20,109,0,23
Cambodia,4/1/20,109,0,25
Cambodia,4/2/20,110,0,34
Cambodia,4/3/20,114,0,35
Cambodia,4/4/20,114,0,50
Cameroon,1/22/20,0,0,0
Cameroon,1/23/20,0,0,0
Cameroon,1/24/20,0,0,0
Cameroon,1/25/20,0,0,0
Cameroon,1/26/20,0,0,0
Cameroon,1/27/20,0,0,0
Cameroon,1/28/20,0,0,0
Cameroon,1/29/20,0,0,0
Cameroon,1/30/20,0,0,0
Cameroon,1/31/20,0,0,0
Cameroon,2/1/20,0,0,0
Cameroon,2/2/20,0,0,0
Cameroon,2/3/20,0,0,0
Cameroon,2/4/20,0,0,0
Cameroon,2/5/20,0,0,0
Cameroon,2/6/20,0,0,0
Cameroon,2/7/20,0,0,0
Cameroon,2/8/20,0,0,0
Cameroon,2/9/20,0,0,0
Cameroon,2/10/20,0,0,0
Cameroon,2/11/20,0,0,0
Cameroon,2/12/20,0,0,0
Cameroon,2/13/20,0,0,0
Cameroon,2/14/20,0,0,0
Cameroon,2/15/20,0,0,0
Cameroon,2/16/20,0,0,0
Cameroon,2/17/20,0,0,0
Cameroon,2/18/20,0,0,0
Cameroon,2/19/20,0,0,0
Cameroon,2/20/20,0,0,0
Cameroon,2/21/20,0,0,0
Cameroon,2/22/20,0,0,0
Cameroon,2/23/20,0,0,0
Cameroon,2/24/20,0,0,0
Cameroon,2/25/20,0,0,0
Cameroon,2/26/20,0,0,0
Cameroon,2/27/20,0,0,0
Cameroon,2/28/20,0,0,0
Cameroon,2/29/20,0,0,0
Cameroon,3/1/20,0,0,0
Cameroon,3/2/20,0,0,0
Cameroon,3/3/20,0,0,0
Cameroon,3/4/20,0,0,0
Cameroon,3/5/20,0,0,0
Cameroon,3/6/20,1,0,0
Cameroon,3/7/20,1,0,0
Cameroon,3/8/20,2,0,0
Cameroon,3/9/20,2,0,0
Cameroon,3/10/20,2,0,0
Cameroon,3/11/20,2,0,0
Cameroon,3/12/20,2,0,0
Cameroon,3/13/20,2,0,0
Cameroon,3/14/20,2,0,0
Cameroon,3/15/20,2,0,0
Cameroon,3/16/20,4,0,0
Cameroon,3/17/20,10,0,0
Cameroon,3/18/20,10,0,0
Cameroon,3/19/20,13,0,0
Cameroon,3/20/20,20,0,0
Cameroon,3/21/20,27,0,0
Cameroon,3/22/20,40,0,0
Cameroon,3/23/20,56,0,0
Cameroon,3/24/20,66,0,0
Cameroon,3/25/20,75,1,2
Cameroon,3/26/20,75,1,2
Cameroon,3/27/20,91,2,2
Cameroon,3/28/20,91,2,2
Cameroon,3/29/20,139,6,5
Cameroon,3/30/20,139,6,5
Cameroon,3/31/20,193,6,5
Cameroon,4/1/20,233,6,10
Cameroon,4/2/20,306,7,10
Cameroon,4/3/20,509,8,17
Cameroon,4/4/20,555,9,17
Canada - Alberta,1/22/20,0,0,
Canada - Alberta,1/23/20,0,0,
Canada - Alberta,1/24/20,0,0,
Canada - Alberta,1/25/20,0,0,
Canada - Alberta,1/26/20,0,0,
Canada - Alberta,1/27/20,0,0,
Canada - Alberta,1/28/20,0,0,
Canada - Alberta,1/29/20,0,0,
Canada - Alberta,1/30/20,0,0,
Canada - Alberta,1/31/20,0,0,
Canada - Alberta,2/1/20,0,0,
Canada - Alberta,2/2/20,0,0,
Canada - Alberta,2/3/20,0,0,
Canada - Alberta,2/4/20,0,0,
Canada - Alberta,2/5/20,0,0,
Canada - Alberta,2/6/20,0,0,
Canada - Alberta,2/7/20,0,0,
Canada - Alberta,2/8/20,0,0,
Canada - Alberta,2/9/20,0,0,
Canada - Alberta,2/10/20,0,0,
Canada - Alberta,2/11/20,0,0,
Canada - Alberta,2/12/20,0,0,
Canada - Alberta,2/13/20,0,0,
Canada - Alberta,2/14/20,0,0,
Canada - Alberta,2/15/20,0,0,
Canada - Alberta,2/16/20,0,0,
Canada - Alberta,2/17/20,0,0,
Canada - Alberta,2/18/20,0,0,
Canada - Alberta,2/19/20,0,0,
Canada - Alberta,2/20/20,0,0,
Canada - Alberta,2/21/20,0,0,
Canada - Alberta,2/22/20,0,0,
Canada - Alberta,2/23/20,0,0,
Canada - Alberta,2/24/20,0,0,
Canada - Alberta,2/25/20,0,0,
Canada - Alberta,2/26/20,0,0,
Canada - Alberta,2/27/20,0,0,
Canada - Alberta,2/28/20,0,0,
Canada - Alberta,2/29/20,0,0,
Canada - Alberta,3/1/20,0,0,
Canada - Alberta,3/2/20,0,0,
Canada - Alberta,3/3/20,0,0,
Canada - Alberta,3/4/20,0,0,
Canada - Alberta,3/5/20,0,0,
Canada - Alberta,3/6/20,1,0,
Canada - Alberta,3/7/20,2,0,
Canada - Alberta,3/8/20,4,0,
Canada - Alberta,3/9/20,7,0,
Canada - Alberta,3/10/20,7,0,
Canada - Alberta,3/11/20,19,0,
Canada - Alberta,3/12/20,19,0,
Canada - Alberta,3/13/20,29,0,
Canada - Alberta,3/14/20,29,0,
Canada - Alberta,3/15/20,39,0,
Canada - Alberta,3/16/20,56,0,
Canada - Alberta,3/17/20,74,0,
Canada - Alberta,3/18/20,97,0,
Canada - Alberta,3/19/20,119,0,
Canada - Alberta,3/20/20,146,1,
Canada - Alberta,3/21/20,195,1,
Canada - Alberta,3/22/20,259,1,
Canada - Alberta,3/23/20,301,1,
Canada - Alberta,3/24/20,359,1,
Canada - Alberta,3/25/20,358,2,
Canada - Alberta,3/26/20,486,2,
Canada - Alberta,3/27/20,542,2,
Canada - Alberta,3/28/20,542,2,
Canada - Alberta,3/29/20,621,2,
Canada - Alberta,3/30/20,661,3,
Canada - Alberta,3/31/20,690,8,
Canada - Alberta,4/1/20,754,9,
Canada - Alberta,4/2/20,969,13,
Canada - Alberta,4/3/20,969,13,
Canada - Alberta,4/4/20,1075,18,
Canada - British Columbia,1/22/20,0,0,
Canada - British Columbia,1/23/20,0,0,
Canada - British Columbia,1/24/20,0,0,
Canada - British Columbia,1/25/20,0,0,
Canada - British Columbia,1/26/20,0,0,
Canada - British Columbia,1/27/20,0,0,
Canada - British Columbia,1/28/20,1,0,
Canada - British Columbia,1/29/20,1,0,
Canada - British Columbia,1/30/20,1,0,
Canada - British Columbia,1/31/20,1,0,
Canada - British Columbia,2/1/20,1,0,
Canada - British Columbia,2/2/20,1,0,
Canada - British Columbia,2/3/20,1,0,
Canada - British Columbia,2/4/20,1,0,
Canada - British Columbia,2/5/20,2,0,
Canada - British Columbia,2/6/20,2,0,
Canada - British Columbia,2/7/20,4,0,
Canada - British Columbia,2/8/20,4,0,
Canada - British Columbia,2/9/20,4,0,
Canada - British Columbia,2/10/20,4,0,
Canada - British Columbia,2/11/20,4,0,
Canada - British Columbia,2/12/20,4,0,
Canada - British Columbia,2/13/20,4,0,
Canada - British Columbia,2/14/20,4,0,
Canada - British Columbia,2/15/20,4,0,
Canada - British Columbia,2/16/20,4,0,
Canada - British Columbia,2/17/20,5,0,
Canada - British Columbia,2/18/20,5,0,
Canada - British Columbia,2/19/20,5,0,
Canada - British Columbia,2/20/20,5,0,
Canada - British Columbia,2/21/20,6,0,
Canada - British Columbia,2/22/20,6,0,
Canada - British Columbia,2/23/20,6,0,
Canada - British Columbia,2/24/20,6,0,
Canada - British Columbia,2/25/20,7,0,
Canada - British Columbia,2/26/20,7,0,
Canada - British Columbia,2/27/20,7,0,
Canada - British Columbia,2/28/20,7,0,
Canada - British Columbia,2/29/20,8,0,
Canada - British Columbia,3/1/20,8,0,
Canada - British Columbia,3/2/20,8,0,
Canada - British Columbia,3/3/20,9,0,
Canada - British Columbia,3/4/20,12,0,
Canada - British Columbia,3/5/20,13,0,
Canada - British Columbia,3/6/20,21,0,
Canada - British Columbia,3/7/20,21,0,
Canada - British Columbia,3/8/20,27,0,
Canada - British Columbia,3/9/20,32,1,
Canada - British Columbia,3/10/20,32,1,
Canada - British Columbia,3/11/20,39,1,
Canada - British Columbia,3/12/20,46,1,
Canada - British Columbia,3/13/20,64,1,
Canada - British Columbia,3/14/20,64,1,
Canada - British Columbia,3/15/20,73,1,
Canada - British Columbia,3/16/20,103,4,
Canada - British Columbia,3/17/20,103,4,
Canada - British Columbia,3/18/20,186,7,
Canada - British Columbia,3/19/20,231,7,
Canada - British Columbia,3/20/20,271,8,
Canada - British Columbia,3/21/20,424,10,
Canada - British Columbia,3/22/20,424,10,
Canada - British Columbia,3/23/20,472,13,
Canada - British Columbia,3/24/20,617,13,
Canada - British Columbia,3/25/20,617,13,
Canada - British Columbia,3/26/20,725,14,
Canada - British Columbia,3/27/20,725,14,
Canada - British Columbia,3/28/20,884,17,
Canada - British Columbia,3/29/20,884,17,
Canada - British Columbia,3/30/20,970,19,
Canada - British Columbia,3/31/20,1013,24,
Canada - British Columbia,4/1/20,1013,24,
Canada - British Columbia,4/2/20,1121,31,
Canada - British Columbia,4/3/20,1174,31,
Canada - British Columbia,4/4/20,1203,38,
Canada - Grand Princess,1/22/20,0,0,
Canada - Grand Princess,1/23/20,0,0,
Canada - Grand Princess,1/24/20,0,0,
Canada - Grand Princess,1/25/20,0,0,
Canada - Grand Princess,1/26/20,0,0,
Canada - Grand Princess,1/27/20,0,0,
Canada - Grand Princess,1/28/20,0,0,
Canada - Grand Princess,1/29/20,0,0,
Canada - Grand Princess,1/30/20,0,0,
Canada - Grand Princess,1/31/20,0,0,
Canada - Grand Princess,2/1/20,0,0,
Canada - Grand Princess,2/2/20,0,0,
Canada - Grand Princess,2/3/20,0,0,
Canada - Grand Princess,2/4/20,0,0,
Canada - Grand Princess,2/5/20,0,0,
Canada - Grand Princess,2/6/20,0,0,
Canada - Grand Princess,2/7/20,0,0,
Canada - Grand Princess,2/8/20,0,0,
Canada - Grand Princess,2/9/20,0,0,
Canada - Grand Princess,2/10/20,0,0,
Canada - Grand Princess,2/11/20,0,0,
Canada - Grand Princess,2/12/20,0,0,
Canada - Grand Princess,2/13/20,0,0,
Canada - Grand Princess,2/14/20,0,0,
Canada - Grand Princess,2/15/20,0,0,
Canada - Grand Princess,2/16/20,0,0,
Canada - Grand Princess,2/17/20,0,0,
Canada - Grand Princess,2/18/20,0,0,
Canada - Grand Princess,2/19/20,0,0,
Canada - Grand Princess,2/20/20,0,0,
Canada - Grand Princess,2/21/20,0,0,
Canada - Grand Princess,2/22/20,0,0,
Canada - Grand Princess,2/23/20,0,0,
Canada - Grand Princess,2/24/20,0,0,
Canada - Grand Princess,2/25/20,0,0,
Canada - Grand Princess,2/26/20,0,0,
Canada - Grand Princess,2/27/20,0,0,
Canada - Grand Princess,2/28/20,0,0,
Canada - Grand Princess,2/29/20,0,0,
Canada - Grand Princess,3/1/20,0,0,
Canada - Grand Princess,3/2/20,0,0,
Canada - Grand Princess,3/3/20,0,0,
Canada - Grand Princess,3/4/20,0,0,
Canada - Grand Princess,3/5/20,0,0,
Canada - Grand Princess,3/6/20,0,0,
Canada - Grand Princess,3/7/20,0,0,
Canada - Grand Princess,3/8/20,0,0,
Canada - Grand Princess,3/9/20,0,0,
Canada - Grand Princess,3/10/20,0,0,
Canada - Grand Princess,3/11/20,0,0,
Canada - Grand Princess,3/12/20,0,0,
Canada - Grand Princess,3/13/20,2,0,
Canada - Grand Princess,3/14/20,2,0,
Canada - Grand Princess,3/15/20,2,0,
Canada - Grand Princess,3/16/20,2,0,
Canada - Grand Princess,3/17/20,8,0,
Canada - Grand Princess,3/18/20,9,0,
Canada - Grand Princess,3/19/20,9,0,
Canada - Grand Princess,3/20/20,10,0,
Canada - Grand Princess,3/21/20,10,0,
Canada - Grand Princess,3/22/20,13,0,
Canada - Grand Princess,3/23/20,13,0,
Canada - Grand Princess,3/24/20,13,0,
Canada - Grand Princess,3/25/20,13,0,
Canada - Grand Princess,3/26/20,13,0,
Canada - Grand Princess,3/27/20,13,0,
Canada - Grand Princess,3/28/20,13,0,
Canada - Grand Princess,3/29/20,13,0,
Canada - Grand Princess,3/30/20,13,0,
Canada - Grand Princess,3/31/20,13,0,
Canada - Grand Princess,4/1/20,13,0,
Canada - Grand Princess,4/2/20,13,0,
Canada - Grand Princess,4/3/20,13,0,
Canada - Grand Princess,4/4/20,13,0,
Canada - Manitoba,1/22/20,0,0,
Canada - Manitoba,1/23/20,0,0,
Canada - Manitoba,1/24/20,0,0,
Canada - Manitoba,1/25/20,0,0,
Canada - Manitoba,1/26/20,0,0,
Canada - Manitoba,1/27/20,0,0,
Canada - Manitoba,1/28/20,0,0,
Canada - Manitoba,1/29/20,0,0,
Canada - Manitoba,1/30/20,0,0,
Canada - Manitoba,1/31/20,0,0,
Canada - Manitoba,2/1/20,0,0,
Canada - Manitoba,2/2/20,0,0,
Canada - Manitoba,2/3/20,0,0,
Canada - Manitoba,2/4/20,0,0,
Canada - Manitoba,2/5/20,0,0,
Canada - Manitoba,2/6/20,0,0,
Canada - Manitoba,2/7/20,0,0,
Canada - Manitoba,2/8/20,0,0,
Canada - Manitoba,2/9/20,0,0,
Canada - Manitoba,2/10/20,0,0,
Canada - Manitoba,2/11/20,0,0,
Canada - Manitoba,2/12/20,0,0,
Canada - Manitoba,2/13/20,0,0,
Canada - Manitoba,2/14/20,0,0,
Canada - Manitoba,2/15/20,0,0,
Canada - Manitoba,2/16/20,0,0,
Canada - Manitoba,2/17/20,0,0,
Canada - Manitoba,2/18/20,0,0,
Canada - Manitoba,2/19/20,0,0,
Canada - Manitoba,2/20/20,0,0,
Canada - Manitoba,2/21/20,0,0,
Canada - Manitoba,2/22/20,0,0,
Canada - Manitoba,2/23/20,0,0,
Canada - Manitoba,2/24/20,0,0,
Canada - Manitoba,2/25/20,0,0,
Canada - Manitoba,2/26/20,0,0,
Canada - Manitoba,2/27/20,0,0,
Canada - Manitoba,2/28/20,0,0,
Canada - Manitoba,2/29/20,0,0,
Canada - Manitoba,3/1/20,0,0,
Canada - Manitoba,3/2/20,0,0,
Canada - Manitoba,3/3/20,0,0,
Canada - Manitoba,3/4/20,0,0,
Canada - Manitoba,3/5/20,0,0,
Canada - Manitoba,3/6/20,0,0,
Canada - Manitoba,3/7/20,0,0,
Canada - Manitoba,3/8/20,0,0,
Canada - Manitoba,3/9/20,0,0,
Canada - Manitoba,3/10/20,0,0,
Canada - Manitoba,3/11/20,0,0,
Canada - Manitoba,3/12/20,0,0,
Canada - Manitoba,3/13/20,4,0,
Canada - Manitoba,3/14/20,4,0,
Canada - Manitoba,3/15/20,4,0,
Canada - Manitoba,3/16/20,7,0,
Canada - Manitoba,3/17/20,8,0,
Canada - Manitoba,3/18/20,15,0,
Canada - Manitoba,3/19/20,17,0,
Canada - Manitoba,3/20/20,17,0,
Canada - Manitoba,3/21/20,18,0,
Canada - Manitoba,3/22/20,20,0,
Canada - Manitoba,3/23/20,20,0,
Canada - Manitoba,3/24/20,21,0,
Canada - Manitoba,3/25/20,35,0,
Canada - Manitoba,3/26/20,36,0,
Canada - Manitoba,3/27/20,39,1,
Canada - Manitoba,3/28/20,64,1,
Canada - Manitoba,3/29/20,72,1,
Canada - Manitoba,3/30/20,96,1,
Canada - Manitoba,3/31/20,103,1,
Canada - Manitoba,4/1/20,127,1,
Canada - Manitoba,4/2/20,167,1,
Canada - Manitoba,4/3/20,182,2,
Canada - Manitoba,4/4/20,182,2,
Canada - New Brunswick,1/22/20,0,0,
Canada - New Brunswick,1/23/20,0,0,
Canada - New Brunswick,1/24/20,0,0,
Canada - New Brunswick,1/25/20,0,0,
Canada - New Brunswick,1/26/20,0,0,
Canada - New Brunswick,1/27/20,0,0,
Canada - New Brunswick,1/28/20,0,0,
Canada - New Brunswick,1/29/20,0,0,
Canada - New Brunswick,1/30/20,0,0,
Canada - New Brunswick,1/31/20,0,0,
Canada - New Brunswick,2/1/20,0,0,
Canada - New Brunswick,2/2/20,0,0,
Canada - New Brunswick,2/3/20,0,0,
Canada - New Brunswick,2/4/20,0,0,
Canada - New Brunswick,2/5/20,0,0,
Canada - New Brunswick,2/6/20,0,0,
Canada - New Brunswick,2/7/20,0,0,
Canada - New Brunswick,2/8/20,0,0,
Canada - New Brunswick,2/9/20,0,0,
Canada - New Brunswick,2/10/20,0,0,
Canada - New Brunswick,2/11/20,0,0,
Canada - New Brunswick,2/12/20,0,0,
Canada - New Brunswick,2/13/20,0,0,
Canada - New Brunswick,2/14/20,0,0,
Canada - New Brunswick,2/15/20,0,0,
Canada - New Brunswick,2/16/20,0,0,
Canada - New Brunswick,2/17/20,0,0,
Canada - New Brunswick,2/18/20,0,0,
