protein,country,collectionDate,tool,cov,pid
ORF1AB,USA,19-Jan-20,webPRANK,1,1
ORF1AB,USA-AZ,22-Jan-20,ClustalOmega,1,1
ORF1AB,USA-AZ,22-Jan-20,MUSCLE,1,1
ORF1AB,USA-AZ,22-Jan-20,webPRANK,1,1
ORF1AB,USA-CA,22-Jan-20,ClustalOmega,0.999,0.999
ORF1AB,USA-CA,22-Jan-20,MUSCLE,0.999,0.998
ORF1AB,USA-CA,22-Jan-20,webPRANK,0.999,0.999
ORF1AB,USA-CA,23-Jan-20,ClustalOmega,1,1
ORF1AB,USA-CA,23-Jan-20,MUSCLE,1,1
ORF1AB,USA-CA,23-Jan-20,webPRANK,1,1
ORF1AB,USA-CA,27-Jan-20,ClustalOmega,1,1
ORF1AB,USA-CA,27-Jan-20,MUSCLE,1,1
ORF1AB,USA-CA,27-Jan-20,webPRANK,1,1
ORF1AB,USA-CA,06-Feb-20,ClustalOmega,1,1
ORF1AB,USA-CA,06-Feb-20,MUSCLE,1,1
ORF1AB,USA-CA,06-Feb-20,webPRANK,1,1
ORF1AB,USA-CA,10-Feb-20,ClustalOmega,1,1
ORF1AB,USA-CA,10-Feb-20,MUSCLE,1,1
ORF1AB,USA-CA,10-Feb-20,webPRANK,1,1
ORF1AB,USA-CA,23-Feb-20,ClustalOmega,1,1
ORF1AB,USA-CA,23-Feb-20,MUSCLE,1,1
ORF1AB,USA-CA,23-Feb-20,webPRANK,1,1
ORF1AB,USA-IL,28-Jan-20,ClustalOmega,1,1
ORF1AB,USA-IL,28-Jan-20,MUSCLE,1,1
ORF1AB,USA-IL,28-Jan-20,webPRANK,1,1
ORF1AB,USA-Illinois,21-Jan-20,ClustalOmega,1,1
ORF1AB,USA-Illinois,21-Jan-20,MUSCLE,1,1
ORF1AB,USA-Illinois,21-Jan-20,webPRANK,1,1
ORF1AB,USA-MA,29-Jan-20,ClustalOmega,1,1
ORF1AB,USA-MA,29-Jan-20,MUSCLE,1,1
ORF1AB,USA-MA,29-Jan-20,webPRANK,1,1
ORF1AB,USA-TX,11-Feb-20,ClustalOmega,1,1
ORF1AB,USA-TX,11-Feb-20,MUSCLE,1,1
ORF1AB,USA-TX,11-Feb-20,webPRANK,1,1
ORF1AB,USA-WA,25-Jan-20,ClustalOmega,1,1
ORF1AB,USA-WA,25-Jan-20,MUSCLE,1,1
ORF1AB,USA-WA,25-Jan-20,webPRANK,1,1
ORF1AB,USA-WI,31-Jan-20,ClustalOmega,1,1
ORF1AB,USA-WI,31-Jan-20,MUSCLE,1,1
ORF1AB,USA-WI,31-Jan-20,webPRANK,1,1
ORF3a,Australia-Queensland,01-Feb-20,ClustalOmega,0.4,1
ORF3a,Australia-Queensland,01-Feb-20,MUSCLE,0.4,1
ORF3a,Australia-Queensland,01-Feb-20,webPRANK,0.4,1
ORF3a,Australia-Victoria,25-Jan-20,ClustalOmega,1,0.996
ORF3a,Australia-Victoria,25-Jan-20,MUSCLE,1,0.996
ORF3a,Australia-Victoria,25-Jan-20,webPRANK,1,0.996
ORF3a,Brazil,28-Feb-20,ClustalOmega,1,0.996
ORF3a,Brazil,28-Feb-20,MUSCLE,1,0.996
ORF3a,Brazil,28-Feb-20,webPRANK,1,0.996
ORF3a,China,01-Dec-19,ClustalOmega,1,1
ORF3a,China,01-Dec-19,MUSCLE,1,1
ORF3a,China,01-Dec-19,webPRANK,1,1
ORF3a,China,11-Jan-20,ClustalOmega,1,1
ORF3a,China,11-Jan-20,MUSCLE,1,1
ORF3a,China,11-Jan-20,webPRANK,1,1
ORF3a,China-GuangdongGuangzhou,05-Feb-20,ClustalOmega,1,1
ORF3a,China-GuangdongGuangzhou,05-Feb-20,MUSCLE,1,1
ORF3a,China-GuangdongGuangzhou,05-Feb-20,webPRANK,1,1
ORF3a,China-Guangzhou,27-Jan-20,ClustalOmega,1,1
ORF3a,China-Guangzhou,27-Jan-20,MUSCLE,1,1
ORF3a,China-Guangzhou,27-Jan-20,webPRANK,1,1
ORF3a,China-Guangzhou,29-Jan-20,ClustalOmega,1,1
ORF3a,China-Guangzhou,29-Jan-20,MUSCLE,1,1
ORF3a,China-Guangzhou,29-Jan-20,webPRANK,1,1
ORF3a,China-Hangzhou,20-Jan-20,ClustalOmega,1,1
ORF3a,China-Hangzhou,20-Jan-20,MUSCLE,1,1
ORF3a,China-Hangzhou,20-Jan-20,webPRANK,1,1
ORF3a,China-Hubei-Wuhan,23-Dec-19,ClustalOmega,1,1
ORF3a,China-Hubei-Wuhan,23-Dec-19,MUSCLE,1,1
ORF3a,China-Hubei-Wuhan,23-Dec-19,webPRANK,1,1
ORF3a,China-Hubei-Wuhan,01-Jan-20,ClustalOmega,1,1
ORF3a,China-Hubei-Wuhan,01-Jan-20,MUSCLE,1,1
ORF3a,China-Hubei-Wuhan,01-Jan-20,webPRANK,1,1
ORF3a,China-Shenzhen,10-Jan-20,ClustalOmega,1,1
ORF3a,China-Shenzhen,10-Jan-20,MUSCLE,1,1
ORF3a,China-Shenzhen,10-Jan-20,webPRANK,1,1
ORF3a,China-Yunnan,17-Jan-20,ClustalOmega,1,1
ORF3a,China-Yunnan,17-Jan-20,MUSCLE,1,1
ORF3a,China-Yunnan,17-Jan-20,webPRANK,1,1
ORF3a,Finland,29-Jan-20,ClustalOmega,0.938,0.938
ORF3a,Finland,29-Jan-20,MUSCLE,0.938,0.938
ORF3a,Finland,29-Jan-20,webPRANK,0.938,0.938
ORF3a,Japan,10-Feb-20,ClustalOmega,1,1
ORF3a,Japan,10-Feb-20,MUSCLE,1,1
ORF3a,Japan,10-Feb-20,webPRANK,1,1
ORF3a,MERSctrl SaudiArabia,01-May-13,ClustalOmega,0.356,0.138
ORF3a,MERSctrl SaudiArabia,01-May-13,MUSCLE,0.375,0.111
ORF3a,MERSctrl SaudiArabia,01-May-13,webPRANK,0.342,0.114
ORF3a,MERSctrl UnitedArabEmirates,05-Jul-05,ClustalOmega,0.356,0.138
ORF3a,MERSctrl UnitedArabEmirates,05-Jul-05,MUSCLE,0.375,0.115
ORF3a,MERSctrl UnitedArabEmirates,05-Jul-05,webPRANK,0.342,0.118
ORF3a,Nepal,13-Jan-20,ClustalOmega,1,1
ORF3a,Nepal,13-Jan-20,MUSCLE,1,1
ORF3a,Nepal,13-Jan-20,webPRANK,1,1
ORF3a,SouthKorea,01-Jan-20,ClustalOmega,1,0.993
ORF3a,SouthKorea,01-Jan-20,MUSCLE,1,0.993
ORF3a,SouthKorea,01-Jan-20,webPRANK,1,0.993
ORF3a,Sweden,07-Feb-20,ClustalOmega,1,0.996
ORF3a,Sweden,07-Feb-20,MUSCLE,1,0.996
ORF3a,Sweden,07-Feb-20,webPRANK,1,0.996
ORF3a,Taiwan,31-Jan-20,ClustalOmega,1,1
ORF3a,Taiwan,31-Jan-20,MUSCLE,1,1
ORF3a,Taiwan,31-Jan-20,webPRANK,1,1
ORF3a,Taiwan,05-Feb-20,ClustalOmega,1,1
ORF3a,Taiwan,05-Feb-20,MUSCLE,1,1
ORF3a,Taiwan,05-Feb-20,webPRANK,1,1
ORF3a,USA,19-Jan-20,ClustalOmega,1,1
ORF3a,USA,19-Jan-20,MUSCLE,1,1
ORF3a,USA,19-Jan-20,webPRANK,1,1
ORF3a,USA-AZ,22-Jan-20,ClustalOmega,1,1
ORF3a,USA-AZ,22-Jan-20,MUSCLE,1,1
ORF3a,USA-AZ,22-Jan-20,webPRANK,1,1
ORF3a,USA-CA,22-Jan-20,ClustalOmega,1,1
ORF3a,USA-CA,22-Jan-20,MUSCLE,1,1
ORF3a,USA-CA,22-Jan-20,webPRANK,1,1
ORF3a,USA-CA,23-Jan-20,ClustalOmega,1,1
ORF3a,USA-CA,23-Jan-20,MUSCLE,1,1
ORF3a,USA-CA,23-Jan-20,webPRANK,1,1
ORF3a,USA-CA,27-Jan-20,ClustalOmega,1,1
ORF3a,USA-CA,27-Jan-20,MUSCLE,1,1
ORF3a,USA-CA,27-Jan-20,webPRANK,1,1
ORF3a,USA-CA,06-Feb-20,ClustalOmega,1,0.996
ORF3a,USA-CA,06-Feb-20,MUSCLE,1,0.996
ORF3a,USA-CA,06-Feb-20,webPRANK,1,0.996
ORF3a,USA-CA,10-Feb-20,ClustalOmega,1,1
ORF3a,USA-CA,10-Feb-20,MUSCLE,1,1
ORF3a,USA-CA,10-Feb-20,webPRANK,1,1
ORF3a,USA-CA,23-Feb-20,ClustalOmega,1,1
ORF3a,USA-CA,23-Feb-20,MUSCLE,1,1
ORF3a,USA-CA,23-Feb-20,webPRANK,1,1
ORF3a,USA-IL,28-Jan-20,ClustalOmega,1,1
ORF3a,USA-IL,28-Jan-20,MUSCLE,1,1
ORF3a,USA-IL,28-Jan-20,webPRANK,1,1
ORF3a,USA-Illinois,21-Jan-20,ClustalOmega,1,1
ORF3a,USA-Illinois,21-Jan-20,MUSCLE,1,1
ORF3a,USA-Illinois,21-Jan-20,webPRANK,1,1
ORF3a,USA-MA,29-Jan-20,ClustalOmega,1,1
ORF3a,USA-MA,29-Jan-20,MUSCLE,1,1
ORF3a,USA-MA,29-Jan-20,webPRANK,1,1
ORF3a,USA-TX,11-Feb-20,ClustalOmega,1,1
ORF3a,USA-TX,11-Feb-20,MUSCLE,1,1
ORF3a,USA-TX,11-Feb-20,webPRANK,1,1
ORF3a,USA-WA,25-Jan-20,ClustalOmega,1,1
ORF3a,USA-WA,25-Jan-20,MUSCLE,1,1
ORF3a,USA-WA,25-Jan-20,webPRANK,1,1
ORF3a,USA-WI,31-Jan-20,ClustalOmega,1,1
ORF3a,USA-WI,31-Jan-20,MUSCLE,1,1
ORF3a,USA-WI,31-Jan-20,webPRANK,1,1
ORF8,Australia-Victoria,25-Jan-20,ClustalOmega,1,1
ORF8,Australia-Victoria,25-Jan-20,MUSCLE,1,1
ORF8,Australia-Victoria,25-Jan-20,webPRANK,1,1
ORF8,Brazil,28-Feb-20,ClustalOmega,1,1
ORF8,Brazil,28-Feb-20,MUSCLE,1,1
ORF8,Brazil,28-Feb-20,webPRANK,1,1
ORF8,China,01-Dec-19,ClustalOmega,1,1
ORF8,China,01-Dec-19,MUSCLE,1,1
ORF8,China,01-Dec-19,webPRANK,1,1
ORF8,China,11-Jan-20,ClustalOmega,1,0.992
ORF8,China,11-Jan-20,MUSCLE,1,0.992
ORF8,China,11-Jan-20,webPRANK,1,0.992
ORF8,China-GuangdongGuangzhou,05-Feb-20,ClustalOmega,1,1
ORF8,China-GuangdongGuangzhou,05-Feb-20,MUSCLE,1,1
ORF8,China-GuangdongGuangzhou,05-Feb-20,webPRANK,1,1
ORF8,China-Guangzhou,27-Jan-20,ClustalOmega,1,1
ORF8,China-Guangzhou,27-Jan-20,MUSCLE,1,1
ORF8,China-Guangzhou,27-Jan-20,webPRANK,1,1
ORF8,China-Guangzhou,29-Jan-20,ClustalOmega,1,0.992
ORF8,China-Guangzhou,29-Jan-20,MUSCLE,1,0.992
ORF8,China-Guangzhou,29-Jan-20,webPRANK,1,0.992
ORF8,China-Hangzhou,20-Jan-20,ClustalOmega,1,1
ORF8,China-Hangzhou,20-Jan-20,MUSCLE,1,1
ORF8,China-Hangzhou,20-Jan-20,webPRANK,1,1
ORF8,China-Hubei-Wuhan,23-Dec-19,ClustalOmega,1,1
ORF8,China-Hubei-Wuhan,23-Dec-19,MUSCLE,1,1
ORF8,China-Hubei-Wuhan,23-Dec-19,webPRANK,1,1
ORF8,China-Hubei-Wuhan,01-Jan-20,ClustalOmega,1,1
ORF8,China-Hubei-Wuhan,01-Jan-20,MUSCLE,1,1
ORF8,China-Hubei-Wuhan,01-Jan-20,webPRANK,1,1
ORF8,China-Shenzhen,10-Jan-20,ClustalOmega,1,0.992
ORF8,China-Shenzhen,10-Jan-20,MUSCLE,1,0.992
ORF8,China-Shenzhen,10-Jan-20,webPRANK,1,0.992
ORF8,China-Yunnan,17-Jan-20,ClustalOmega,1,0.992
ORF8,China-Yunnan,17-Jan-20,MUSCLE,1,0.992
ORF8,China-Yunnan,17-Jan-20,webPRANK,1,0.992
ORF8,Finland,29-Jan-20,ClustalOmega,1,1
ORF8,Finland,29-Jan-20,MUSCLE,1,1
ORF8,Finland,29-Jan-20,webPRANK,1,1
ORF8,Japan,10-Feb-20,ClustalOmega,1,1
ORF8,Japan,10-Feb-20,MUSCLE,1,1
ORF8,Japan,10-Feb-20,webPRANK,1,1
ORF8,MERSctrl SaudiArabia,01-May-13,ClustalOmega,0.587,0.135
ORF8,MERSctrl SaudiArabia,01-May-13,MUSCLE,0.868,0.179
ORF8,MERSctrl SaudiArabia,01-May-13,webPRANK,0.669,0.171
ORF8,MERSctrl UnitedArabEmirates,05-Jul-05,ClustalOmega,0.587,0.135
ORF8,MERSctrl UnitedArabEmirates,05-Jul-05,MUSCLE,0.868,0.179
ORF8,MERSctrl UnitedArabEmirates,05-Jul-05,webPRANK,0.669,0.171
ORF8,Nepal,13-Jan-20,ClustalOmega,1,1
ORF8,Nepal,13-Jan-20,MUSCLE,1,1
ORF8,Nepal,13-Jan-20,webPRANK,1,1
ORF8,SouthKorea,01-Jan-20,ClustalOmega,1,1
ORF8,SouthKorea,01-Jan-20,MUSCLE,1,1
ORF8,SouthKorea,01-Jan-20,webPRANK,1,1
ORF8,Sweden,07-Feb-20,ClustalOmega,1,1
ORF8,Sweden,07-Feb-20,MUSCLE,1,1
ORF8,Sweden,07-Feb-20,webPRANK,1,1
ORF8,Taiwan,31-Jan-20,ClustalOmega,1,0.992
ORF8,Taiwan,31-Jan-20,MUSCLE,1,0.992
ORF8,Taiwan,31-Jan-20,webPRANK,1,0.992
ORF8,Taiwan,05-Feb-20,ClustalOmega,1,1
ORF8,Taiwan,05-Feb-20,MUSCLE,1,1
ORF8,Taiwan,05-Feb-20,webPRANK,1,1
ORF8,USA,19-Jan-20,ClustalOmega,1,0.992
ORF8,USA,19-Jan-20,MUSCLE,1,0.992
ORF8,USA,19-Jan-20,webPRANK,1,0.992
ORF8,USA-AZ,22-Jan-20,ClustalOmega,1,0.992
ORF8,USA-AZ,22-Jan-20,MUSCLE,1,0.992
ORF8,USA-AZ,22-Jan-20,webPRANK,1,0.992
ORF8,USA-CA,22-Jan-20,ClustalOmega,1,1
ORF8,USA-CA,22-Jan-20,MUSCLE,1,1
ORF8,USA-CA,22-Jan-20,webPRANK,1,1
ORF8,USA-CA,23-Jan-20,ClustalOmega,1,0.983
ORF8,USA-CA,23-Jan-20,MUSCLE,1,0.983
ORF8,USA-CA,23-Jan-20,webPRANK,1,0.983
ORF8,USA-CA,27-Jan-20,ClustalOmega,1,1
ORF8,USA-CA,27-Jan-20,MUSCLE,1,1
ORF8,USA-CA,27-Jan-20,webPRANK,1,1
ORF8,USA-CA,06-Feb-20,ClustalOmega,1,1
ORF8,USA-CA,06-Feb-20,MUSCLE,1,1
ORF8,USA-CA,06-Feb-20,webPRANK,1,1
ORF8,USA-CA,10-Feb-20,ClustalOmega,1,1
ORF8,USA-CA,10-Feb-20,MUSCLE,1,1
ORF8,USA-CA,10-Feb-20,webPRANK,1,1
ORF8,USA-CA,23-Feb-20,ClustalOmega,1,0.992
ORF8,USA-CA,23-Feb-20,MUSCLE,1,0.992
ORF8,USA-CA,23-Feb-20,webPRANK,1,0.992
ORF8,USA-IL,28-Jan-20,ClustalOmega,1,0.983
ORF8,USA-IL,28-Jan-20,MUSCLE,1,0.983
ORF8,USA-IL,28-Jan-20,webPRANK,1,0.983
ORF8,USA-Illinois,21-Jan-20,ClustalOmega,1,0.983
ORF8,USA-Illinois,21-Jan-20,MUSCLE,1,0.983
ORF8,USA-Illinois,21-Jan-20,webPRANK,1,0.983
ORF8,USA-MA,29-Jan-20,ClustalOmega,1,1
ORF8,USA-MA,29-Jan-20,MUSCLE,1,1
ORF8,USA-MA,29-Jan-20,webPRANK,1,1
ORF8,USA-TX,11-Feb-20,ClustalOmega,1,0.983
ORF8,USA-TX,11-Feb-20,MUSCLE,1,0.983
ORF8,USA-TX,11-Feb-20,webPRANK,1,0.983
ORF8,USA-WA,25-Jan-20,ClustalOmega,1,0.992
ORF8,USA-WA,25-Jan-20,MUSCLE,1,0.992
ORF8,USA-WA,25-Jan-20,webPRANK,1,0.992
ORF8,USA-WI,31-Jan-20,ClustalOmega,1,1
ORF8,USA-WI,31-Jan-20,MUSCLE,1,1
ORF8,USA-WI,31-Jan-20,webPRANK,1,1
S,Australia-Victoria,25-Jan-20,ClustalOmega,1,0.999
S,Australia-Victoria,25-Jan-20,MUSCLE,1,0.999
S,Australia-Victoria,25-Jan-20,webPRANK,1,0.999
S,Brazil,28-Feb-20,ClustalOmega,1,1
S,Brazil,28-Feb-20,MUSCLE,1,1
S,Brazil,28-Feb-20,webPRANK,1,1
S,China,02-Jan-20,ClustalOmega,1,1
S,China,02-Jan-20,MUSCLE,1,1
S,China,02-Jan-20,webPRANK,1,1
S,China,08-Jan-20,ClustalOmega,1,1
S,China,08-Jan-20,MUSCLE,1,1
S,China,08-Jan-20,webPRANK,1,1
S,China,11-Jan-20,ClustalOmega,1,1
S,China,11-Jan-20,MUSCLE,1,1
S,China,11-Jan-20,webPRANK,1,1
S,China-GuangdongGuangzhou,05-Feb-20,ClustalOmega,1,1
S,China-GuangdongGuangzhou,05-Feb-20,MUSCLE,1,1
S,China-GuangdongGuangzhou,05-Feb-20,webPRANK,1,1
S,China-Guangzhou,27-Jan-20,ClustalOmega,1,1
S,China-Guangzhou,27-Jan-20,MUSCLE,1,1
S,China-Guangzhou,27-Jan-20,webPRANK,1,1
S,China-Guangzhou,29-Jan-20,ClustalOmega,1,1
S,China-Guangzhou,29-Jan-20,MUSCLE,1,1
S,China-Guangzhou,29-Jan-20,webPRANK,1,1
S,China-Hangzhou,20-Jan-20,ClustalOmega,1,1
S,China-Hangzhou,20-Jan-20,MUSCLE,1,1
S,China-Hangzhou,20-Jan-20,webPRANK,1,1
S,China-Hubei-Wuhan,23-Dec-19,ClustalOmega,1,1
S,China-Hubei-Wuhan,23-Dec-19,MUSCLE,1,1
S,China-Hubei-Wuhan,23-Dec-19,webPRANK,1,1
S,China-Hubei-Wuhan,01-Jan-20,ClustalOmega,1,1
S,China-Hubei-Wuhan,01-Jan-20,MUSCLE,1,1
S,China-Hubei-Wuhan,01-Jan-20,webPRANK,1,1
S,China-Shenzhen,10-Jan-20,ClustalOmega,1,1
S,China-Shenzhen,10-Jan-20,MUSCLE,1,1
S,China-Shenzhen,10-Jan-20,webPRANK,1,1
S,China-Wuhan,30-Dec-19,ClustalOmega,1,1
S,China-Wuhan,30-Dec-19,MUSCLE,1,1
S,China-Wuhan,30-Dec-19,webPRANK,1,1
S,China-Yunnan,17-Jan-20,ClustalOmega,1,0.999
S,China-Yunnan,17-Jan-20,MUSCLE,1,0.999
S,China-Yunnan,17-Jan-20,webPRANK,1,0.999
S,Finland,29-Jan-20,ClustalOmega,0.978,0.978
S,Finland,29-Jan-20,MUSCLE,0.978,0.978
S,Finland,29-Jan-20,webPRANK,0.978,0.978
S,Japan,10-Feb-20,ClustalOmega,1,1
S,Japan,10-Feb-20,MUSCLE,1,1
S,Japan,10-Feb-20,webPRANK,1,1
S,MERSctrl SaudiArabia,01-May-13,ClustalOmega,0.965,0.289
S,MERSctrl SaudiArabia,01-May-13,MUSCLE,0.964,0.297
S,MERSctrl SaudiArabia,01-May-13,webPRANK,0.933,0.309
S,MERSctrl UnitedArabEmirates,05-Jul-05,ClustalOmega,0.965,0.289
S,MERSctrl UnitedArabEmirates,05-Jul-05,MUSCLE,0.964,0.296
S,MERSctrl UnitedArabEmirates,05-Jul-05,webPRANK,0.933,0.308
S,Nepal,13-Jan-20,ClustalOmega,1,1
S,Nepal,13-Jan-20,MUSCLE,1,1
S,Nepal,13-Jan-20,webPRANK,1,1
S,SouthKorea,01-Jan-20,ClustalOmega,1,0.999
S,SouthKorea,01-Jan-20,MUSCLE,1,0.999
S,SouthKorea,01-Jan-20,webPRANK,1,0.999
S,Sweden,07-Feb-20,ClustalOmega,1,0.999
S,Sweden,07-Feb-20,MUSCLE,1,0.999
S,Sweden,07-Feb-20,webPRANK,1,0.999
S,Taiwan,31-Jan-20,ClustalOmega,1,1
S,Taiwan,31-Jan-20,MUSCLE,1,1
S,Taiwan,31-Jan-20,webPRANK,1,1
S,Taiwan,05-Feb-20,ClustalOmega,1,1
S,Taiwan,05-Feb-20,MUSCLE,1,1
S,Taiwan,05-Feb-20,webPRANK,1,1
S,USA,19-Jan-20,ClustalOmega,1,1
S,USA,19-Jan-20,MUSCLE,1,1
S,USA,19-Jan-20,webPRANK,1,1
S,USA-AZ,22-Jan-20,ClustalOmega,1,1
S,USA-AZ,22-Jan-20,MUSCLE,1,1
S,USA-AZ,22-Jan-20,webPRANK,1,1
S,USA-CA,22-Jan-20,ClustalOmega,1,1
S,USA-CA,22-Jan-20,MUSCLE,1,1
S,USA-CA,22-Jan-20,webPRANK,1,1
S,USA-CA,23-Jan-20,ClustalOmega,1,1
S,USA-CA,23-Jan-20,MUSCLE,1,1
S,USA-CA,23-Jan-20,webPRANK,1,1
S,USA-CA,27-Jan-20,ClustalOmega,1,1
S,USA-CA,27-Jan-20,MUSCLE,1,1
S,USA-CA,27-Jan-20,webPRANK,1,1
S,USA-CA,06-Feb-20,ClustalOmega,1,1
S,USA-CA,06-Feb-20,MUSCLE,1,1
S,USA-CA,06-Feb-20,webPRANK,1,1
S,USA-CA,10-Feb-20,ClustalOmega,1,1
S,USA-CA,10-Feb-20,MUSCLE,1,1
S,USA-CA,10-Feb-20,webPRANK,1,1
S,USA-CA,23-Feb-20,ClustalOmega,1,1
S,USA-CA,23-Feb-20,MUSCLE,1,1
S,USA-CA,23-Feb-20,webPRANK,1,1
S,USA-IL,28-Jan-20,ClustalOmega,1,1
S,USA-IL,28-Jan-20,MUSCLE,1,1
S,USA-IL,28-Jan-20,webPRANK,1,1
S,USA-Illinois,21-Jan-20,ClustalOmega,1,1
S,USA-Illinois,21-Jan-20,MUSCLE,1,1
S,USA-Illinois,21-Jan-20,webPRANK,1,1
S,USA-MA,29-Jan-20,ClustalOmega,1,1
S,USA-MA,29-Jan-20,MUSCLE,1,1
S,USA-MA,29-Jan-20,webPRANK,1,1
S,USA-TX,11-Feb-20,ClustalOmega,1,1
S,USA-TX,11-Feb-20,MUSCLE,1,1
S,USA-TX,11-Feb-20,webPRANK,1,1
S,USA-WA,25-Jan-20,ClustalOmega,1,1
S,USA-WA,25-Jan-20,MUSCLE,1,1
S,USA-WA,25-Jan-20,webPRANK,1,1
S,USA-WI,31-Jan-20,ClustalOmega,1,1
S,USA-WI,31-Jan-20,MUSCLE,1,1
S,USA-WI,31-Jan-20,webPRANK,1,1
